Preu;Zona;Superficie;Habitacions;Lavabos;Preu metre;Calefaccio;Aire acondicionat;Any construccio;Aparcament;Piscina;Ascensor;Planta;Consum;Venda/lloguer
73000;Ca nﾴAnglada;68;3;1;1074;No;No;_;No;No;No;_;E;Venda
165000;Centre;70;3;1;2357;Si;No;_;No;No;No;2;G;Venda
168000;Can Palet;99;3;2;1697;Si;Si;2000;Si;No;Si;_;E;Venda
270000;Centre;136;5;2;1985;Si;No;_;No;No;No;_;G;Venda
190000;Poblenou-Zona Esportiva;90;4;2;2111;No;No;1998;Si;No;Si;1;E;Venda
186000;Poblenou-Zona Esportiva;107;2;2;1738;Si;No;2001;No;No;Si;2;G;Venda
205000;La Maurina;141;3;2;1454;Si;Si;2001;No;No;Si;1;E;Venda
300000;Can Parellada;439;2;2;683;Si;Si;2002;No;No;No;_;E;Venda
156000;Ca n�Aurell;86;2;1;1814;No;No;1996;No;No;Si;_;G;Venda
159990;Can Boada;93;4;1;1720;Si;Si;1979;No;No;Si;3;G;Venda
146000;La Cogullada;78;2;1;1872;No;No;_;No;No;No;_;_;Venda
78000;Ca nﾴAnglada;71;3;1;1099;No;No;_;No;No;No;_;_;Venda
131500;Ca nﾴAnglada;94;4;1;1399;No;No;_;No;No;No;_;_;Venda
178000;Ca n�Aurell;85;4;1;2094;No;No;_;Si;No;Si;_;G;Venda
320000;Can Palet;140;3;2;2286;Si;Si;2022;No;No;No;_;G;Venda
140000;Can Boada;92;4;2;1522;Si;No;_;No;No;Si;_;G;Venda
149900;Poblenou-Zona Esportiva;95;1;1;1578;No;No;1970;No;No;No;_;G;Venda
113500;X�quer;86;3;1;1320;No;No;1976;No;No;No;_;_;Venda
155000;Egara;80;3;1;1938;No;No;_;No;No;Si;3;G;Venda
250890;Torre-sana;170;3;2;1476;Si;Si;2005;Si;No;Si;1;E;Venda
168000;Sant Pere;77;3;2;2182;Si;No;1978;No;No;Si;2;E;Venda
65900;Ca nﾴAnglada;70;3;1;941;No;No;1975;No;No;No;_;G;Venda
396000;Ca n�Aurell;190;3;2;2084;Si;No;1934;No;No;No;_;G;Venda
155000;Poblenou-Zona Esportiva;98;3;1;1582;Si;No;1980;No;No;No;2;G;Venda
263000;Can Palet;143;1;1;1839;No;No;1944;No;No;No;_;G;Venda
135500;Can Palet;69;2;2;1964;No;No;_;No;No;No;_;_;Venda
106000;Sant Lloren�;81;3;1;1309;No;No;_;No;No;No;_;_;Venda
230000;Les Martines;127;3;1;1811;No;No;1990;Si;No;No;_;G;Venda
109200;Egara;81;3;1;1348;No;No;1970;No;No;No;3;F;Venda
230000;Les Martines;127;3;1;1811;No;No;_;Si;No;No;1;G;Venda
87000;Ca n�Anglada;71;3;1;1225;Si;No;1969;No;No;No;_;E;Venda
340000;Roc Blanc;166;3;2;2048;Si;Si;1997;Si;Si;No;_;F;Venda
76000;Ca nﾴAnglada;74;3;1;1027;No;No;1962;No;No;No;_;_;Venda
299000;Vallparad�s;133;3;2;2248;No;No;1991;Si;No;Si;1;D;Venda
309000;Sant Pere Nord;291;5;3;1062;No;No;_;No;No;No;_;G;Venda
300000;Can Palet;434;5;2;691;Si;No;1978;No;No;No;_;F;Venda
67900;Poblenou-Zona Esportiva;38;1;1;1787;No;No;1972;No;No;No;_;G;Venda
116000;Can Palet;75;3;1;1547;Si;No;1967;No;No;Si;_;G;Venda
168000;Sant Pere;105;3;3;1600;Si;Si;1978;No;No;Si;2;E;Venda
80300;Sant Lloren�;61;3;1;1316;No;No;2001;No;No;No;_;G;Venda
79000;Pere parres;36;1;1;2194;No;No;1989;No;No;Si;7;G;Venda
330000;Poblenou-Zona Esportiva;113;3;3;2920;Si;Si;2022;Si;No;Si;4;G;Venda
211000;Poblenou-Zona Esportiva;111;3;2;1901;Si;No;1990;Si;No;Si;1;G;Venda
440000;Sant Pere;245;4;2;1796;Si;No;1965;Si;No;No;_;G;Venda
80000;Ca nﾴAnglada;60;3;1;1333;No;No;1968;No;No;No;_;E;Venda
122260;Ca nﾴAurell;_;_;_;_;No;No;1950;No;No;No;_;G;Venda
65700;Ca nﾴAnglada;64;3;1;1027;No;No;1968;No;No;No;_;G;Venda
140000;Can Palet;54;1;1;2593;No;No;2006;No;No;No;_;D;Venda
211000;Poblenou-Zona Esportiva;110;3;2;1918;Si;No;1988;No;No;No;_;G;Venda
129000;Sant Pere;51;1;1;2529;Si;No;_;No;No;Si;_;B;Venda
269000;Sant Pere;85;3;2;3165;Si;No;_;No;No;Si;_;B;Venda
153000;Ca nﾴAurell;111;4;1;1378;No;No;1961;No;No;No;1;E;Venda
587500;Can Palet de Vista Alegre;500;4;5;1175;Si;Si;1997;Si;Si;No;_;E;Venda
430000;Can Palet de Vista Alegre;213;2;2;2019;Si;Si;2000;No;No;No;_;C;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;3;E;Venda
88500;Ca nﾴAnglada;72;3;1;1229;No;No;_;No;No;No;_;_;Venda
145000;Sant Pere Nord;116;3;1;1250;No;No;_;No;No;No;_;_;Venda
120000;Can Boada;63;3;1;1905;Si;Si;_;No;No;Si;_;F;Venda
74900;Poblenou-Zona Esportiva;63;3;1;1189;No;No;1970;No;No;No;_;G;Venda
157000;Can Palet de Vista Alegre;81;2;1;1938;No;No;1978;Si;No;No;1;F;Venda
175000;Cementiri Vell;90;3;1;1944;Si;No;1975;No;No;Si;2;G;Venda
200000;Sant Pere Nord;137;6;2;1460;No;No;1965;No;No;No;_;G;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;1;C;Venda
112000;Centre;49;1;1;2286;Si;Si;2002;No;No;Si;_;E;Venda
149000;Ca n�Aurell;104;4;2;1433;No;No;1975;Si;No;Si;6;E;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;3;E;Venda
224900;Cementiri Vell;66;2;1;3408;Si;No;2007;Si;No;Si;_;E;Venda
136000;Ca nﾴAurell;_;_;_;_;No;No;1950;No;No;No;_;G;Venda
83000;Ca nﾴAurell;87;3;1;954;No;No;_;No;No;No;_;_;Venda
262000;Centre;85;3;2;3082;Si;No;2001;Si;No;Si;2;E;Venda
165000;Sant Pere Nord;77;2;1;2143;Si;No;_;No;No;Si;_;G;Venda
129900;Can Palet;75;3;1;1732;No;No;1970;No;No;No;_;D;Venda
92000;Ca nﾴAnglada;78;3;1;1179;No;No;_;No;No;No;_;_;Venda
125500;Can Parellada;71;3;1;1768;No;No;_;No;No;No;_;_;Venda
294000;Can Roca;105;3;2;2800;Si;Si;1999;Si;No;Si;3;E;Venda
312500;Sant Pere Nord;189;4;2;1653;Si;Si;1990;Si;No;No;_;G;Venda
49900;La Maurina;79;3;1;632;No;No;1959;No;No;No;_;G;Venda
188000;La Maurina;113;3;1;1664;Si;Si;1958;No;No;No;2;E;Venda
295000;Ca n�Anglada;174;4;2;1695;Si;Si;_;No;No;Si;_;A;Venda
159950;Sant Pere Nord;77;2;1;2077;Si;Si;2008;Si;No;Si;_;G;Venda
120000;Egara;70;3;1;1714;No;No;1965;No;No;Si;1;G;Venda
230000;Cementiri Vell;75;3;2;3067;Si;No;2006;No;No;Si;2;G;Venda
130900;Pere parres;80;3;1;1636;Si;No;1970;No;No;No;_;G;Venda
233000;Les Martines;95;3;2;2453;Si;Si;_;Si;No;Si;_;G;Venda
145000;Ca n�Anglada;104;4;1;1394;Si;No;1974;No;No;No;1;E;Venda
182000;Ca n�Aurell;83;3;1;2193;Si;No;1966;No;No;No;3;G;Venda
94900;Ca nﾴAnglada;70;3;1;1356;No;No;_;No;No;No;_;G;Venda
179900;Poblenou-Zona Esportiva;_;_;_;_;No;No;1949;No;No;No;_;G;Venda
150000;Can Palet;82;3;1;1829;Si;No;1980;No;No;No;_;_;Venda
182000;Sant Pere Nord;_;_;_;_;No;No;1974;Si;No;No;_;_;Venda
180000;Centre;112;3;1;1607;No;No;1910;No;No;No;_;F;Venda
159500;Les Arenes-La Gr�pia;92;3;1;1734;No;No;_;No;No;No;_;_;Venda
395000;Vallparad�s;104;3;2;3798;Si;Si;2022;No;No;Si;_;G;Venda
336000;Centre;210;3;3;1600;Si;Si;1910;Si;No;No;3;E;Venda
157000;Sant Pere Nord;77;2;1;2039;Si;Si;2008;Si;No;Si;2;F;Venda
379000;Ca n�Aurell;137;4;3;2766;Si;Si;2022;Si;No;Si;5;G;Venda
78000;Ca nﾴAnglada;76;3;1;1026;No;No;1971;No;No;No;_;G;Venda
127000;Ca n�Aurell;106;4;2;1198;No;Si;1950;No;No;No;_;G;Venda
337100;Sant Pere Nord;185;5;2;1822;Si;Si;1954;Si;No;No;_;E;Venda
230000;Les Martines;123;3;1;1870;No;No;_;Si;No;No;_;G;Venda
189000;Ca n�Anglada;240;3;3;788;Si;Si;1980;Si;No;No;1;G;Venda
175000;Escoles;54;2;1;3241;Si;Si;2008;Si;No;Si;3;G;Venda
59000;Montserrat;56;3;1;1054;No;No;1956;No;No;No;5;G;Venda
135960;Torre-sana;63;2;2;2158;Si;No;2003;Si;No;Si;1;E;Venda
200900;Cementiri Vell;92;3;2;2184;Si;No;1994;Si;No;Si;2;F;Venda
385000;Les Arenes-La Gr�pia;460;5;2;837;No;Si;1986;Si;No;No;_;G;Venda
380000;Centre;113;3;2;3363;Si;Si;_;Si;No;Si;_;G;Venda
370000;Centre;113;3;2;3274;Si;Si;_;Si;No;Si;_;G;Venda
370000;Centre;116;3;2;3190;Si;Si;_;Si;No;Si;_;G;Venda
410000;Centre;136;4;2;3015;Si;Si;_;Si;No;Si;_;G;Venda
380000;Centre;113;3;2;3363;Si;Si;_;Si;No;Si;_;G;Venda
410000;Centre;124;4;2;3306;Si;Si;_;Si;No;Si;_;G;Venda
227000;Sant Pere;86;2;2;2640;Si;No;2021;No;No;No;_;G;Venda
490000;Pere parres;300;4;3;1633;Si;Si;1991;Si;No;No;2;G;Venda
345000;Sant Pere;155;3;3;2226;Si;No;_;No;No;No;1;G;Venda
225000;Can Boada;110;4;2;2045;Si;Si;1979;No;No;Si;1;G;Venda
150000;Roc Blanc;55;2;1;2727;Si;No;_;Si;No;Si;_;G;Venda
75000;Egara;68;2;1;1103;No;No;_;No;No;No;_;_;Venda
189000;Segle XX;63;2;1;3000;Si;Si;2011;No;No;Si;_;G;Venda
90000;Sant Pere Nord;61;3;1;1475;No;Si;1970;No;No;No;_;G;Venda
295000;Sant Pere;141;3;2;2092;No;Si;2021;Si;No;Si;_;G;Venda
126000;Segle XX;_;_;_;_;No;No;_;No;No;Si;_;G;Venda
650000;Centre;300;4;3;2167;Si;Si;2021;Si;No;No;_;G;Venda
255000;Escoles;102;4;2;2500;Si;No;1991;Si;No;Si;1;G;Venda
330000;Pere parres;154;4;2;2143;Si;Si;1950;Si;No;No;2;C;Venda
335000;Les Arenes-La Gr�pia;263;6;3;1274;Si;No;1995;Si;No;No;2;G;Venda
165000;Ca n�Aurell;43;2;1;3837;Si;No;2021;No;No;Si;1;G;Venda
262500;Ca n�Aurell;82;3;2;3201;Si;Si;2022;Si;No;Si;1;G;Venda
248000;Ca n�Aurell;79;3;2;3139;Si;Si;2022;Si;No;Si;2;G;Venda
250000;Ca n�Aurell;79;3;2;3165;Si;Si;2022;Si;No;Si;3;G;Venda
250000;Ca n�Aurell;82;3;2;3049;Si;Si;2022;Si;No;Si;3;G;Venda
275000;Ca n�Aurell;95;4;2;2895;Si;Si;2022;Si;No;Si;1;G;Venda
187500;Ca n�Aurell;56;2;1;3348;Si;Si;2022;Si;No;Si;1;G;Venda
286000;Ca n�Aurell;95;4;2;3011;Si;Si;2022;Si;No;Si;2;G;Venda
139990;Segle XX;45;1;1;3111;No;Si;2004;No;No;Si;3;D;Venda
165000;Can Jofresa;110;3;1;1500;Si;Si;1975;No;No;Si;2;D;Venda
229900;Cementiri Vell;60;2;1;3832;Si;Si;2007;Si;No;Si;1;G;Venda
107000;Torre-sana;70;2;1;1529;No;No;_;No;No;Si;_;G;Venda
199900;Ca n�Aurell;100;4;1;1999;No;No;1964;No;No;Si;_;G;Venda
165000;Ca n�Aurell;120;5;2;1375;Si;No;_;No;No;No;4;F;Venda
165000;Ca n�Aurell;120;5;2;1375;Si;No;_;No;No;No;4;F;Venda
212500;Poblenou-Zona Esportiva;90;2;2;2361;Si;Si;_;Si;No;Si;_;A;Venda
247000;Poblenou-Zona Esportiva;86;3;2;2872;Si;Si;2000;Si;No;Si;1;E;Venda
74000;Ca nﾴAurell;70;3;1;1057;No;No;_;No;No;No;_;G;Venda
380000;Segle XX;248;3;2;1532;Si;Si;2022;Si;No;No;_;G;Venda
313000;Pere parres;98;3;2;3194;Si;Si;_;No;No;Si;_;A;Venda
339000;Sant Pere;280;3;1;1211;Si;No;1979;Si;No;No;_;G;Venda
148000;Sant Pere Nord;92;3;1;1609;Si;No;1965;No;No;Si;3;G;Venda
248800;Pere parres;85;3;2;2927;Si;No;1983;No;No;No;_;E;Venda
141000;Ca n�Anglada;128;2;2;1102;Si;No;2008;No;No;Si;_;E;Venda
117100;Ca n�Anglada;42;1;1;2788;Si;Si;_;No;No;Si;_;A;Venda
227000;Ca n�Anglada;91;3;2;2495;Si;Si;_;No;No;Si;_;A;Venda
162300;Ca n�Anglada;77;2;2;2108;Si;Si;_;No;No;Si;_;A;Venda
209000;Ca n�Aurell;87;4;1;2402;Si;No;1971;No;No;Si;_;G;Venda
120000;Egara;79;4;1;1519;No;No;1965;No;No;No;_;F;Venda
152000;Ca n�Aurell;47;1;1;3234;Si;Si;2022;Si;No;Si;5;G;Venda
209000;Can Roca;75;3;2;2787;Si;Si;2003;Si;No;Si;_;B;Venda
585000;Ca n�Aurell;240;4;3;2438;Si;Si;_;Si;No;Si;_;G;Venda
309000;Sant Pere Nord;_;_;_;_;Si;No;2000;No;No;No;_;G;Venda
90000;Sant Pere Nord;70;3;1;1286;No;No;_;No;No;No;3;G;Venda
144000;Poblenou-Zona Esportiva;50;2;1;2880;Si;No;2003;Si;No;Si;_;E;Venda
190000;Vallparad�s;98;3;2;1939;Si;No;1978;No;No;Si;_;E;Venda
426600;Centre;110;4;2;3878;Si;Si;2005;Si;No;Si;_;G;Venda
229000;Poblenou-Zona Esportiva;167;2;1;1371;Si;No;1975;Si;No;Si;_;F;Venda
209000;Segle XX;75;2;1;2787;No;No;_;No;No;No;_;G;Venda
270000;Pere parres;120;4;2;2250;Si;No;1990;Si;No;Si;6;G;Venda
94500;Torre-sana;48;1;1;1969;No;No;2008;No;No;No;_;_;Venda
161000;Can Boada;91;3;1;1769;Si;No;_;No;No;No;1;G;Venda
169000;Cementiri Vell;74;2;1;2284;Si;No;2006;No;No;Si;1;G;Venda
208000;Poblenou-Zona Esportiva;112;4;2;1857;Si;Si;1950;No;No;No;_;G;Venda
149900;Ca n�Anglada;110;2;2;1363;Si;No;2005;No;No;Si;3;G;Venda
139000;Vallparad�s;154;3;1;903;Si;No;1963;No;No;No;_;E;Venda
368000;Centre;190;3;2;1937;Si;No;1905;Si;No;No;2;G;Venda
469500;Sant Pere;260;4;3;1806;Si;Si;2020;Si;No;No;_;G;Venda
65000;Ca nﾴAnglada;63;3;1;1032;No;No;_;No;No;No;1;F;Venda
182000;Ca n�Aurell;55;2;1;3309;Si;Si;2022;Si;No;Si;1;G;Venda
140000;Ca n�Aurell;45;1;1;3111;Si;Si;2022;Si;No;Si;1;G;Venda
168000;Ca n�Aurell;45;1;1;3733;Si;Si;2022;Si;No;Si;4;G;Venda
89900;Torre-sana;37;1;1;2430;Si;No;2006;No;No;Si;_;G;Venda
185000;Can Palet;172;3;1;1076;No;No;_;No;No;No;_;E;Venda
120000;Segle XX;46;1;1;2609;No;No;2010;No;No;No;_;_;Venda
93500;Ca nﾴAurell;43;1;1;2174;No;No;_;No;No;No;_;_;Venda
348000;Sant Pere Nord;170;3;3;2047;Si;Si;1957;Si;No;No;_;D;Venda
185000;Can Palet;172;2;1;1076;No;No;_;No;No;No;_;E;Venda
180000;Poblenou-Zona Esportiva;90;3;1;2000;Si;Si;_;No;No;No;1;G;Venda
194500;Segle XX;95;1;2;2047;No;No;_;No;No;No;_;_;Venda
163000;Cementiri Vell;74;2;1;2203;Si;No;2001;No;No;Si;_;G;Venda
194000;Can Roca;93;3;2;2086;Si;Si;2006;Si;No;Si;3;G;Venda
158000;Can Palet;86;3;1;1837;Si;No;2001;Si;No;Si;1;D;Venda
132900;Sant Pere Nord;82;4;1;1621;No;No;1970;No;No;No;1;G;Venda
217000;Centre;229;2;2;948;No;No;_;No;No;No;_;_;Venda
183500;Can Roca;79;3;2;2323;Si;Si;1996;Si;No;Si;2;G;Venda
229000;Can Palet;250;3;1;916;Si;No;1960;No;No;No;1;G;Venda
229000;Poblenou-Zona Esportiva;167;2;1;1371;No;No;1975;No;No;No;_;F;Venda
124000;La Maurina;84;2;1;1476;No;No;_;No;No;No;_;_;Venda
119000;La Maurina;118;3;1;1008;No;No;_;No;No;No;_;G;Venda
379000;Les Martines;5.3;5;2;72;Si;No;1980;Si;Si;No;_;E;Venda
139000;Ca n�Anglada;88;4;1;1580;Si;Si;_;No;No;No;2;E;Venda
179000;Pere parres;90;4;2;1989;Si;No;1979;No;No;Si;1;G;Venda
110000;Can Boada;89;3;1;1236;No;No;_;No;No;No;_;_;Venda
295000;Poblenou-Zona Esportiva;112;3;2;2634;Si;Si;_;Si;No;Si;_;G;Venda
279000;Centre;112;4;2;2491;Si;No;_;No;No;Si;1;G;Venda
279000;Centre;92;4;2;3033;Si;No;2000;No;No;Si;1;G;Venda
175000;Can Palet;63;2;2;2778;Si;Si;_;Si;No;Si;_;_;Venda
157300;La Maurina;70;3;1;2247;Si;No;_;No;No;No;_;G;Venda
157500;Torre-sana;64;2;1;2461;No;No;2008;No;No;No;_;_;Venda
190000;Can Palet;92;2;1;2065;No;Si;1958;No;No;No;1;G;Venda
169900;Sant Pere Nord;220;3;1;772;No;No;1974;No;No;No;_;F;Venda
140000;Can Palet;82;3;1;1707;Si;No;1992;Si;No;Si;2;E;Venda
225000;Poblenou-Zona Esportiva;85;3;1;2647;No;No;1961;No;No;No;_;E;Venda
457000;Vallparad�s;250;4;3;1828;Si;Si;2021;Si;No;No;_;D;Venda
94500;Egara;41;1;1;2305;No;No;_;No;No;No;_;_;Venda
225000;Ca n�Aurell;85;3;2;2647;Si;No;2021;Si;No;Si;_;_;Venda
190000;Ca n�Aurell;66;2;1;2879;Si;No;2021;Si;No;Si;_;_;Venda
359900;Les Martines;252;6;3;1428;Si;Si;2003;Si;Si;No;_;D;Venda
164900;Sant Pere Nord;105;3;2;1570;Si;No;2002;No;No;Si;3;G;Venda
142000;Segle XX;77;3;2;1844;Si;Si;_;No;No;Si;1;E;Venda
149900;Poblenou-Zona Esportiva;96;1;1;1561;No;No;1970;No;No;No;_;F;Venda
248800;Pere parres;133;2;1;1871;Si;No;1983;No;No;Si;_;E;Venda
75000;Ca n�Anglada;45;1;1;1667;Si;No;_;Si;No;Si;_;G;Venda
169900;Sant Pere Nord;146;4;2;1164;No;No;_;No;No;No;_;F;Venda
145000;Sant Pere Nord;100;4;1;1450;No;No;_;No;No;Si;_;G;Venda
99000;Can Palet;87;3;1;1138;No;No;1978;No;No;Si;1;E;Venda
157500;La Cogullada;85;2;1;1853;Si;Si;2005;Si;No;Si;_;G;Venda
460000;Poblenou-Zona Esportiva;484;4;4;950;Si;Si;1998;Si;Si;Si;3;C;Venda
262500;Ca n�Aurell;81;3;2;3241;Si;Si;_;Si;No;Si;_;G;Venda
248000;Ca n�Aurell;78;3;2;3179;Si;Si;_;Si;No;Si;_;G;Venda
250000;Ca n�Aurell;78;3;2;3205;Si;Si;_;Si;No;Si;_;G;Venda
250000;Ca n�Aurell;81;3;2;3086;Si;Si;_;Si;No;Si;_;G;Venda
275000;Ca n�Aurell;94;4;2;2926;Si;Si;_;Si;No;Si;_;G;Venda
182000;Ca n�Aurell;55;2;1;3309;Si;Si;_;Si;No;Si;_;G;Venda
187500;Ca n�Aurell;56;2;1;3348;Si;Si;_;Si;No;Si;_;G;Venda
140000;Ca n�Aurell;44;1;1;3182;Si;Si;_;Si;No;Si;_;G;Venda
286000;Ca n�Aurell;94;4;2;3043;Si;Si;_;Si;No;Si;_;G;Venda
249000;Sant Pere Nord;134;3;2;1858;Si;Si;2022;Si;No;Si;3;_;Venda
379000;Ca n�Aurell;196;4;3;1934;Si;Si;_;Si;No;Si;_;G;Venda
255000;Poblenou-Zona Esportiva;89;3;2;2865;Si;Si;_;Si;No;Si;_;G;Venda
106000;Ca n�Anglada;53;2;1;2000;Si;No;2008;No;No;Si;2;E;Venda
330000;Centre;185;2;3;1784;No;No;2006;Si;No;No;_;G;Venda
349000;Egara;611;4;2;571;Si;No;1976;Si;No;No;_;G;Venda
425000;La Cogullada;150;4;2;2833;Si;Si;_;Si;No;No;2;G;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;_;G;Venda
288000;Ca n�Aurell;96;4;2;3000;Si;Si;_;Si;No;Si;_;G;Venda
215000;Poblenou-Zona Esportiva;69;2;2;3116;Si;Si;_;Si;No;Si;_;G;Venda
148000;Can Boada;78;3;2;1897;Si;No;2001;No;No;Si;3;G;Venda
587500;Can Palet de Vista Alegre;500;4;5;1175;Si;Si;_;Si;No;No;_;E;Venda
152000;Ca n�Aurell;47;1;1;3234;Si;Si;_;Si;No;Si;_;G;Venda
136200;Ca n�Aurell;60;3;1;2270;Si;Si;1991;Si;No;No;3;E;Venda
178000;Can Palet;75;2;2;2373;Si;Si;2005;Si;No;Si;3;E;Venda
181000;Ca n�Anglada;182;4;2;995;Si;Si;1959;Si;No;No;_;C;Venda
135000;Can Boada;72;3;2;1875;Si;No;_;No;No;Si;5;G;Venda
199500;Roc Blanc;119;2;1;1676;Si;Si;1995;Si;No;No;2;G;Venda
152000;Ca n�Aurell;45;1;1;3378;Si;Si;_;Si;No;Si;_;G;Venda
97000;Ca n�Anglada;82;3;1;1183;Si;Si;1971;No;No;No;1;G;Venda
136000;Cementiri Vell;94;3;1;1447;Si;Si;1970;No;No;Si;1;E;Venda
168000;Ca n�Aurell;45;1;1;3733;Si;Si;_;Si;No;Si;_;G;Venda
190000;Vallparad�s;98;3;2;1939;Si;No;_;No;No;Si;1;E;Venda
142500;Ca n�Aurell;44;1;1;3239;Si;Si;_;Si;No;Si;_;G;Venda
580000;Centre;423;5;3;1371;Si;No;1914;No;No;No;3;E;Venda
174500;Torre-sana;90;3;1;1939;Si;No;_;Si;No;Si;_;G;Venda
132000;Can Palet;75;3;1;1760;No;No;1979;No;No;No;2;G;Venda
179000;Pere parres;70;2;1;2557;Si;No;_;No;No;Si;_;G;Venda
225000;Poblenou-Zona Esportiva;90;4;2;2500;Si;Si;_;No;No;Si;1;G;Venda
180000;Poblenou-Zona Esportiva;49;1;1;3673;Si;Si;_;Si;No;Si;_;G;Venda
160000;Poblenou-Zona Esportiva;49;1;1;3265;Si;Si;_;Si;No;Si;_;G;Venda
169000;Ca n�Anglada;120;3;2;1408;Si;No;1979;No;No;No;1;G;Venda
193000;La Cogullada;70;2;2;2757;Si;Si;2007;No;No;Si;3;G;Venda
169000;Sant Pere Nord;220;3;2;768;No;No;1974;Si;No;No;2;G;Venda
194000;Can Roca;90;3;2;2156;Si;Si;2006;Si;No;Si;3;G;Venda
129000;Sant Pere;79;3;1;1633;Si;Si;1965;No;No;No;2;G;Venda
69900;Montserrat;65;3;1;1075;No;No;_;No;No;No;1;E;Venda
195000;Segle XX;75;3;2;2600;Si;Si;2003;Si;No;No;2;E;Venda
205650;Les Fonts;93;3;2;2211;Si;Si;50;Si;No;Si;_;A;Venda
154000;Can Palet;249;4;1;618;Si;No;1950;No;No;No;_;_;Venda
348000;Sant Pere Nord;153;3;3;2275;Si;No;2006;Si;No;No;_;D;Venda
130000;Can Palet;64;2;1;2031;Si;Si;2006;No;No;Si;2;D;Venda
175000;Egara;185;3;2;1;Si;No;_;No;No;Si;_;G;Venda
224900;Cementiri Vell;60;2;1;3748;Si;Si;2007;Si;No;Si;1;C;Venda
159900;Sant Pere Nord;220;3;2;727;No;No;1974;Si;No;No;_;_;Venda
196000;La Maurina;141;3;2;1390;Si;Si;2001;No;No;Si;_;G;Venda
348000;Sant Pere Nord;237;3;3;1468;Si;Si;2008;Si;No;No;_;D;Venda
194000;Can Roca;93;3;2;2086;Si;Si;2006;Si;No;Si;3;_;Venda
207000;Poblenou-Zona Esportiva;90;3;2;2300;No;Si;1999;Si;No;No;_;D;Venda
375000;Ca n�Aurell;161;3;3;2329;Si;No;_;Si;No;No;_;G;Venda
106000;Ca nﾴAnglada;96;3;1;1104;No;No;_;No;No;No;_;G;Venda
235000;Vallparad�s;139;4;2;1691;Si;Si;2000;No;No;Si;4;E;Venda
180000;Vallparad�s;100;4;2;1800;Si;No;_;No;No;Si;_;G;Venda
93000;Montserrat;40;1;1;2325;Si;No;2010;No;No;Si;1;E;Venda
650000;Centre;382;4;5;1702;Si;Si;2021;No;Si;Si;_;G;Venda
181000;Torre-sana;70;2;1;2586;Si;Si;2003;Si;No;Si;2;G;Venda
78000;Ca nﾴAnglada;76;3;1;1026;No;No;_;No;No;No;_;_;Venda
237000;Sant Pere Nord;125;4;2;1896;Si;No;_;No;No;No;3;E;Venda
140000;Ca n�Aurell;45;1;1;3111;Si;Si;2022;Si;No;Si;1;G;Venda
161000;Sant Pere;89;2;2;1809;No;No;_;No;No;No;_;D;Venda
140000;Can Palet;47;2;1;2979;Si;No;2011;No;No;Si;_;D;Venda
379000;Les Martines;235;6;2;1613;No;No;1980;Si;Si;No;_;E;Venda
228000;Pere parres;81;2;1;2815;Si;Si;_;Si;No;Si;_;A;Venda
325000;Pere parres;108;3;2;3009;Si;Si;_;Si;No;Si;_;A;Venda
189000;Pere parres;73;2;2;2589;Si;Si;_;Si;No;Si;_;A;Venda
258000;Pere parres;87;3;2;2966;Si;Si;_;Si;No;Si;_;A;Venda
168000;Pere parres;55;1;1;3055;Si;Si;_;Si;No;Si;_;A;Venda
225000;Ca n�Anglada;174;4;2;1293;Si;No;_;No;No;No;_;G;Venda
290000;Centre;187;3;2;1551;Si;No;1956;No;No;Si;3;F;Venda
236000;Ca n�Anglada;100;3;1;2360;Si;Si;1998;No;No;Si;2;G;Venda
215000;Poblenou-Zona Esportiva;70;2;2;3071;Si;No;2022;Si;No;Si;4;G;Venda
186000;La Cogullada;61;2;1;3049;Si;Si;2002;Si;No;Si;1;G;Venda
235000;Les Arenes-La Gr�pia;110;3;2;2136;Si;Si;2004;Si;No;Si;2;E;Venda
139900;Ca n�Aurell;93;3;2;1504;Si;No;2008;No;No;No;_;E;Venda
497000;Poblenou-Zona Esportiva;342;4;4;1453;Si;Si;1991;Si;No;No;_;C;Venda
162200;Roc Blanc;81;1;1;2002;No;No;_;No;No;No;_;_;Venda
152700;Cementiri Vell;100;2;1;1527;No;No;_;No;No;No;_;_;Venda
270000;Can Boada;111;4;2;2432;Si;No;1998;No;No;Si;1;G;Venda
191500;Sant Pere;60;2;1;3192;Si;No;2012;No;No;Si;1;G;Venda
180000;Poblenou-Zona Esportiva;50;2;1;3600;Si;No;2022;Si;No;Si;1;G;Venda
360000;Pere parres;117;3;2;3077;Si;Si;2002;Si;No;Si;_;F;Venda
385000;Vallparad�s;163;4;3;2362;No;No;2021;Si;No;No;_;G;Venda
295000;Centre;143;7;2;2063;Si;No;1969;No;No;Si;3;G;Venda
295000;Ca n�Aurell;73;3;2;4041;Si;Si;_;Si;No;Si;1;A;Venda
118000;Can Boada;53;1;1;2226;Si;No;2005;No;No;Si;2;G;Venda
168000;Sant Pere;87;3;2;1931;Si;Si;1978;No;No;Si;2;E;Venda
135000;Pere parres;55;2;1;2455;Si;No;_;No;No;Si;1;E;Venda
