Preu;Zona;Superficie;Habitacions;Lavabos;Preu metre;Calefaccio;Aire acondicionat;Any construccio;Aparcament;Piscina;Ascensor;Planta;Consum;Venda/lloguer
149000;La Cogullada;81;4;2;1840;No;No;1980;No;No;Si;_;E;Venda
112000;Centre;49;1;1;2286;Si;Si;2002;No;No;Si;_;F;Venda
225600;La Cogullada;82;3;2;2751;Si;Si;2021;Si;No;Si;3;G;Venda
330000;Roc Blanc;165;4;2;2000;Si;No;1997;Si;No;No;_;G;Venda
83000;Can Boada;81;3;1;1025;No;No;1970;No;No;Si;_;G;Venda
350000;Centre;_;_;_;_;Si;No;_;No;No;No;_;G;Venda
185000;Segle XX;73;2;2;2534;Si;No;1956;No;No;No;_;E;Venda
190000;Sant Pere Nord;95;3;2;2000;No;No;2001;No;No;Si;_;E;Venda
240000;La Maurina;170;4;2;1412;Si;No;1958;Si;No;No;_;G;Venda
116000;Can Palet;60;2;1;1933;Si;No;_;No;No;Si;_;E;Venda
259000;Pere parres;146;4;2;1774;No;No;2005;No;No;No;_;G;Venda
145000;Sant Pere Nord;105;3;1;1381;Si;No;1991;No;No;Si;_;E;Venda
320000;Can Boada;125;4;2;2560;Si;Si;1990;Si;No;Si;6;E;Venda
110000;Can Palet;64;3;1;1719;Si;No;1966;No;No;Si;3;G;Venda
158000;Can Palet;86;3;1;1837;Si;No;2001;Si;No;Si;_;E;Venda
127000;Cementiri Vell;60;3;1;2117;Si;No;1960;No;No;No;_;F;Venda
110000;Sant Pere Nord;92;3;1;1196;Si;No;1966;No;No;No;_;G;Venda
82000;Ca n�Anglada;68;2;1;1206;Si;Si;1962;No;No;No;2;E;Venda
209000;Ca n�Aurell;206;3;2;1015;No;Si;1960;Si;No;No;_;G;Venda
74000;Can Palet;60;2;1;1233;No;No;1968;No;No;No;3;G;Venda
179900;Sant Pere Nord;97;3;2;1855;Si;Si;1993;No;No;Si;2;G;Venda
150000;Vallparad�s;90;4;2;1667;No;No;1971;No;No;Si;6;G;Venda
110600;Egara;79;4;1;1400;No;Si;_;No;No;No;1;G;Venda
145000;Sant Pere Nord;80;3;1;1813;Si;No;1970;No;No;No;_;G;Venda
249000;Poblenou-Zona Esportiva;85;3;2;2929;Si;Si;2000;Si;No;Si;7;G;Venda
93000;Ca nﾴAurell;105;3;1;886;No;No;_;No;No;No;_;G;Venda
245000;Ca n�Aurell;95;3;2;2579;Si;Si;_;No;No;Si;2;G;Venda
384400;Poblenou-Zona Esportiva;182;3;2;2112;Si;No;1992;Si;No;No;_;G;Venda
330000;Sant Pere Nord;201;3;4;1642;Si;Si;2022;Si;No;No;2;G;Venda
330000;Sant Pere Nord;193;3;4;1710;Si;Si;2022;Si;No;No;2;G;Venda
330000;Sant Pere Nord;191;3;4;1728;Si;Si;2022;Si;No;No;2;G;Venda
348000;Sant Pere Nord;170;3;3;2047;Si;No;_;Si;No;No;_;G;Venda
799500;Les Fonts;494;6;3;1618;Si;No;2005;No;Si;No;_;F;Venda
240000;La Maurina;170;4;2;1412;Si;No;1958;Si;No;No;_;G;Venda
98000;Can Palet;78;3;1;1256;No;No;1971;No;No;Si;_;F;Venda
71000;Ca nﾴAnglada;126;4;1;563;No;No;1956;No;No;No;_;G;Venda
140000;Can Palet;48;2;1;2917;Si;No;2011;Si;No;Si;_;G;Venda
149000;Can Palet;80;2;1;1863;No;No;_;No;No;No;_;_;Venda
154000;Can Palet;72;3;1;2139;Si;Si;1968;No;No;Si;3;G;Venda
159990;Can Boada;93;4;1;1720;Si;Si;1979;No;No;Si;_;E;Venda
140000;Sant Pere Nord;70;2;1;2000;Si;No;2008;Si;No;Si;_;C;Venda
384400;Poblenou-Zona Esportiva;182;3;2;2112;Si;No;1992;Si;No;No;_;D;Venda
74900;Poblenou-Zona Esportiva;63;3;1;1189;No;No;1970;No;No;No;_;G;Venda
460000;Ca n�Aurell;316;4;3;1456;Si;No;_;No;No;No;_;G;Venda
109000;Sant Pere Nord;101;3;1;1079;Si;No;1968;No;No;No;_;G;Venda
145000;Ca n�Aurell;62;3;1;2339;Si;Si;1967;No;No;No;_;F;Venda
142000;Segle XX;75;3;1;1893;Si;Si;1978;No;No;Si;_;E;Venda
119990;Ca n�Anglada;76;2;1;1579;Si;Si;1967;No;No;No;_;G;Venda
275000;Ca n�Aurell;95;4;2;2895;Si;Si;2023;Si;No;Si;_;G;Venda
97000;Torre-sana;44;1;1;2205;Si;No;2010;No;No;Si;_;G;Venda
78000;Ca nﾴAnglada;70;3;1;1114;No;No;1971;No;No;No;_;G;Venda
103000;Can Palet;65;3;1;1585;No;No;1968;No;No;Si;_;F;Venda
69000;Sant Lloren�;61;2;1;1131;No;No;1960;No;No;No;_;_;Venda
575000;Centre;304;3;6;1891;Si;Si;2002;Si;Si;No;_;G;Venda
180000;Segle XX;83;3;1;2169;No;No;1973;No;No;No;_;G;Venda
85000;Can Palet;97;4;1;876;No;No;1973;No;No;No;_;F;Venda
385000;Vallparad�s;163;3;3;2362;Si;Si;2022;Si;Si;No;_;_;Venda
95000;Ca n�Anglada;63;3;1;1508;Si;No;1973;No;No;No;_;G;Venda
500000;Centre;192;5;4;2604;Si;Si;1991;Si;No;Si;2;D;Venda
185000;Cementiri Vell;75;2;1;2467;Si;No;2004;No;No;Si;_;G;Venda
385000;Vallparad�s;163;4;3;2362;Si;No;_;Si;No;No;1;_;Venda
260000;Centre;123;3;2;2114;Si;Si;1995;No;No;Si;2;G;Venda
197000;Poblenou-Zona Esportiva;86;2;2;2291;Si;No;2002;Si;No;Si;2;G;Venda
175900;Ca n�Aurell;78;3;2;2255;Si;No;2004;No;No;Si;2;D;Venda
158000;Can Palet;99;4;2;1596;Si;Si;1992;No;No;Si;1;G;Venda
189000;Torre-sana;118;3;1;1602;Si;No;2002;Si;No;Si;2;G;Venda
142000;Segle XX;67;3;1;2119;Si;No;1978;No;No;Si;_;G;Venda
290000;Can Palet de Vista Alegre;76;3;2;3816;No;No;_;No;No;No;_;G;Venda
155000;Escoles;70;3;1;2214;Si;No;_;No;No;Si;_;G;Venda
175500;Segle XX;81;3;1;2167;Si;Si;1979;No;No;Si;3;G;Venda
210000;Poblenou-Zona Esportiva;116;4;2;1810;Si;No;2000;No;No;Si;_;G;Venda
167000;Escoles;102;4;2;1637;Si;No;1976;No;No;Si;5;F;Venda
265000;Ca n�Aurell;100;3;2;2650;Si;Si;2021;Si;No;Si;2;G;Venda
173000;Torre-sana;62;2;1;2790;Si;Si;2003;Si;No;Si;_;E;Venda
146000;Escoles;75;3;1;1947;Si;Si;1972;No;No;Si;3;G;Venda
150000;Ca n�Aurell;86;3;1;1744;Si;Si;1970;No;No;No;2;G;Venda
89000;Can Palet;50;1;1;1780;No;No;1993;No;No;Si;_;F;Venda
89000;Can Palet;50;1;1;1780;No;No;1993;No;No;Si;_;E;Venda
149000;Ca n�Anglada;92;3;1;1620;Si;Si;2008;No;No;Si;_;E;Venda
369000;Can Palet de Vista Alegre;150;3;2;2460;Si;Si;2017;Si;No;No;_;G;Venda
207000;Poblenou-Zona Esportiva;90;3;2;2300;No;Si;1999;Si;No;No;_;G;Venda
269000;Sant Pere Nord;195;3;2;1379;Si;No;1998;Si;No;No;_;G;Venda
139000;Can Boada;90;4;2;1544;Si;No;1986;No;No;Si;3;G;Venda
169000;Can Boada;85;3;1;1988;Si;Si;1994;No;No;Si;2;D;Venda
360000;Sant Pere Nord;237;3;3;1519;No;No;2006;Si;No;No;_;D;Venda
185000;Can Palet;153;2;1;1209;No;No;_;No;No;No;_;_;Venda
185000;Can Palet;153;2;1;1209;No;No;_;No;No;No;_;_;Venda
119900;Can Palet;77;3;1;1557;No;No;1968;No;No;Si;2;G;Venda
159000;Sant Pere Nord;74;2;1;2149;No;Si;2012;No;No;Si;3;G;Venda
179000;Can Boada;70;2;1;2557;No;No;1996;No;No;Si;1;G;Venda
180000;Centre;135;2;2;1333;No;Si;2004;Si;No;Si;3;G;Venda
450000;Ca n�Aurell;160;3;3;2813;Si;Si;2021;Si;No;No;_;G;Venda
153000;Ca nﾴAurell;111;4;1;1378;No;No;1961;No;No;No;1;E;Venda
390000;Centre;160;4;2;2438;Si;Si;2007;Si;No;No;2;D;Venda
137500;Torre-sana;70;1;2;1964;Si;Si;_;No;No;Si;_;D;Venda
130000;Les Fonts;58;2;1;2241;Si;Si;2005;No;No;Si;_;G;Venda
237000;Can Roca;102;3;2;2324;Si;Si;2006;No;No;Si;1;G;Venda
320000;Can Palet de Vista Alegre;130;3;2;2462;Si;No;2022;Si;No;No;_;G;Venda
242000;Torre-sana;170;3;2;1424;Si;No;2005;Si;No;Si;1;E;Venda
110500;Sant Pere Nord;52;2;1;2125;Si;No;2005;No;No;Si;_;E;Venda
136000;Ca n�Aurell;108;4;1;1259;No;No;1973;No;No;Si;_;G;Venda
429000;Ca n�Aurell;191;3;2;2246;Si;No;_;No;No;No;_;E;Venda
248800;Pere parres;133;3;2;1871;Si;No;1983;No;No;Si;_;E;Venda
194000;Can Roca;90;3;2;2156;Si;Si;2006;Si;No;Si;3;D;Venda
460000;Poblenou-Zona Esportiva;230;4;4;2000;No;Si;1956;Si;No;No;_;D;Venda
125000;Can Palet;77;3;1;1623;No;No;1977;No;No;Si;2;D;Venda
105000;La Maurina;114;3;1;921;No;No;1975;No;No;No;3;E;Venda
136000;Ca nﾴAurell;170;3;1;800;No;No;_;No;No;No;_;G;Venda
125000;Torre-sana;72;2;1;1736;Si;Si;_;No;No;No;1;A;Venda
219900;Ca nﾴAurell;150;4;2;1466;No;No;_;No;No;No;_;G;Venda
224900;Cementiri Vell;60;2;1;3748;No;No;2007;Si;No;Si;1;C;Venda
365000;Vallparad�s;104;3;2;3510;Si;Si;2022;No;No;Si;2;G;Venda
179000;Poblenou-Zona Esportiva;95;3;1;1884;Si;Si;1970;No;No;No;2;G;Venda
260000;Sant Pere Nord;259;4;4;1004;Si;No;_;No;No;No;_;D;Venda
176800;La Cogullada;88;3;2;2009;Si;Si;1999;No;No;Si;4;E;Venda
329500;Les Arenes-La Gr�pia;263;5;3;1253;Si;Si;1995;Si;No;No;_;G;Venda
265000;Les Martines;_;_;_;_;No;No;_;Si;No;No;_;F;Venda
181000;Ca n�Anglada;182;4;2;995;Si;Si;_;Si;No;No;2;G;Venda
235000;Escoles;139;4;1;1691;Si;Si;2000;No;No;Si;4;E;Venda
260000;Ca n�Aurell;103;4;2;2524;Si;No;1985;No;No;Si;3;G;Venda
240000;Ca n�Aurell;103;4;2;2330;Si;Si;1976;No;No;Si;_;G;Venda
210000;Poblenou-Zona Esportiva;91;3;1;2308;Si;Si;2004;No;No;Si;_;G;Venda
131000;Ca nﾴAurell;_;_;_;_;No;No;1950;No;No;No;_;E;Venda
115500;Poblenou-Zona Esportiva;88;3;1;1313;Si;No;1979;No;No;No;_;G;Venda
191000;Sant Pere Nord;82;3;2;2329;Si;Si;2021;Si;No;Si;1;G;Venda
215000;Centre;_;_;_;_;No;No;1936;No;No;No;_;G;Venda
225000;Ca n�Aurell;_;_;_;_;Si;Si;2021;No;No;Si;3;B;Venda
183860;Can Palet;87;3;2;2113;No;No;2007;No;No;Si;3;D;Venda
110000;Egara;66;3;1;1667;Si;No;_;No;No;Si;_;G;Venda
128000;Cementiri Vell;85;2;1;1506;Si;No;1994;No;No;No;_;G;Venda
137200;Pl� del Bonaire;65;3;1;2111;Si;No;1985;Si;No;Si;4;G;Venda
137200;Pl� del Bonaire;65;3;1;2111;Si;No;1985;Si;No;Si;4;G;Venda
249000;Poblenou-Zona Esportiva;135;3;2;1844;Si;Si;2000;Si;No;Si;2;G;Venda
141000;Ca n�Anglada;122;2;2;1156;No;No;2008;No;No;Si;_;D;Venda
799500;Les Fonts;527;7;3;1517;Si;Si;_;Si;Si;No;_;G;Venda
186000;Poblenou-Zona Esportiva;85;2;2;2188;Si;No;2001;No;No;Si;_;G;Venda
136500;Sant Pere Nord;118;1;1;1157;No;No;1960;No;No;No;_;E;Venda
125000;Les Arenes-La Gr�pia;63;3;1;1984;No;No;2008;No;No;Si;_;G;Venda
153000;Ca nﾴAurell;89;4;1;1719;No;No;1961;No;No;No;1;E;Venda
85000;Can Palet;98;4;1;867;Si;No;1973;No;No;No;_;E;Venda
190000;Vallparad�s;98;3;2;1939;Si;No;_;No;No;No;_;E;Venda
69000;Ca n�Anglada;80;3;1;863;No;Si;1969;No;No;No;_;G;Venda
470000;Escoles;180;4;2;2611;Si;Si;2021;Si;No;No;2;G;Venda
135000;Can Palet;90;4;1;1500;Si;No;1970;No;No;No;2;G;Venda
1000000000;Can Parellada;_;_;_;_;No;No;1981;No;No;No;_;_;Venda
136000;Ca nﾴAurell;106;2;1;1283;No;No;1950;No;No;No;_;E;Venda
165000;Sant Pere Nord;77;2;1;2143;Si;Si;2008;Si;No;Si;_;G;Venda
295000;Poblenou-Zona Esportiva;107;3;2;2757;Si;No;2022;Si;No;Si;_;G;Venda
128500;La Maurina;93;3;1;1382;Si;No;1965;No;No;No;_;E;Venda
240000;Centre;85;3;1;2824;Si;Si;1932;No;No;No;2;F;Venda
179000;Centre;72;4;1;2486;Si;Si;1975;No;No;No;1;E;Venda
212500;Centre;77;3;1;2760;No;Si;_;No;No;No;_;G;Venda
154000;Sant Pere Nord;50;2;1;3080;Si;Si;_;No;No;No;_;G;Venda
103000;Can Palet;78;3;1;1321;Si;No;1968;No;No;Si;4;F;Venda
189000;Cementiri Vell;96;3;1;1969;Si;No;2006;Si;No;Si;1;E;Venda
162000;Ca nﾴAurell;111;4;1;1459;No;No;1961;No;No;No;_;G;Venda
124900;Torre-sana;77;2;1;1622;Si;No;_;No;No;No;1;B;Venda
282500;Ca n�Aurell;120;3;2;2354;Si;No;2019;Si;No;No;_;G;Venda
145000;Can Palet;107;3;1;1355;No;No;_;No;No;No;1;G;Venda
355000;Les Martines;240;6;3;1479;Si;Si;_;Si;Si;No;_;G;Venda
129900;Sant Pere Nord;75;3;1;1732;Si;Si;_;No;No;No;_;G;Venda
368000;Centre;191;3;2;1927;Si;No;1905;Si;No;No;_;G;Venda
159900;Sant Pere Nord;_;_;_;_;No;No;1974;No;No;No;_;_;Venda
475000;Centre;140;3;2;3393;Si;Si;2020;Si;No;No;_;E;Venda
157000;Sant Pere Nord;77;2;1;2039;Si;Si;2008;Si;No;Si;_;G;Venda
65000;Segle XX;35;1;1;1857;No;No;1991;No;No;No;_;G;Venda
181000;Cementiri Vell;63;2;1;2873;Si;No;2004;No;No;Si;_;G;Venda
164900;Sant Pere Nord;108;3;2;1527;Si;No;2002;No;No;Si;3;G;Venda
40000;La Maurina;68;2;1;588;No;No;1960;No;No;No;_;G;Venda
498000;Centre;275;5;3;1811;Si;Si;2003;Si;No;No;_;G;Venda
149900;Segle XX;60;1;1;2498;Si;Si;_;No;No;Si;1;E;Venda
103000;Can Palet;62;3;1;1661;No;No;1970;No;No;Si;_;F;Venda
127000;Les Fonts;65;2;1;1954;Si;Si;2006;No;No;Si;_;E;Venda
169900;Sant Pere Nord;_;_;_;_;No;No;1953;Si;No;No;_;F;Venda
86500;X�quer;79;3;1;1095;Si;No;1976;No;No;No;_;_;Venda
172500;Sant Pere Nord;88;3;1;1960;No;Si;2006;No;No;No;_;_;Venda
116500;Les Arenes-La Gr�pia;83;3;1;1404;Si;No;1977;No;No;No;_;_;Venda
198500;Cementiri Vell;116;5;2;1711;Si;No;1980;No;No;No;_;_;Venda
118000;Ca n�Aurell;53;1;1;2226;Si;No;2005;No;No;Si;2;G;Venda
65700;Ca nﾴAnglada;64;3;1;1027;No;No;1968;No;No;No;_;G;Venda
94900;Poblenou-Zona Esportiva;75;3;1;1265;Si;No;_;No;No;No;_;G;Venda
229800;Sant Pere Nord;260;4;3;884;Si;No;1958;No;No;No;_;E;Venda
223000;Sant Pere Nord;112;4;2;1991;Si;Si;1991;No;No;Si;3;G;Venda
128000;La Maurina;73;2;1;1753;Si;Si;1993;Si;No;Si;_;E;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;3;E;Venda
194000;Roc Blanc;100;3;2;1940;Si;No;1996;No;No;No;_;_;Venda
179900;La Cogullada;222;5;3;810;No;No;1940;No;No;No;1;E;Venda
125000;Pol�gon Industrial Santa Margarida;76;3;1;1645;No;No;_;No;No;Si;2;G;Venda
156000;Sant Pere Nord;70;3;2;2229;Si;No;2008;No;No;Si;2;G;Venda
136000;Ca nﾴAurell;108;4;1;1259;No;No;_;No;No;No;_;_;Venda
116000;Can Palet;78;3;1;1487;No;No;_;No;No;No;_;_;Venda
216000;Can Palet;98;2;2;2204;No;No;_;No;No;No;_;_;Venda
80500;La Maurina;59;3;1;1364;No;No;_;No;No;No;_;_;Venda
140000;Poblenou-Zona Esportiva;107;4;1;1308;No;No;_;No;No;No;_;_;Venda
115500;Poblenou-Zona Esportiva;115;3;1;1004;No;No;_;No;No;No;_;_;Venda
115000;Ca nﾴAurell;74;3;1;1554;No;No;_;No;No;No;_;_;Venda
159000;Pere parres;_;_;_;_;No;No;1973;No;No;No;_;D;Venda
112000;Centre;49;1;1;2286;Si;Si;2002;No;No;Si;_;F;Venda
399000;Can Palet de Vista Alegre;570;6;3;700;Si;No;2001;Si;Si;No;1;G;Venda
165000;Sant Pere Nord;97;2;1;1701;No;No;_;No;No;No;_;_;Venda
140000;Pere parres;54;2;1;2593;No;No;_;No;No;No;_;_;Venda
98000;Can Palet;78;3;1;1256;No;No;_;No;No;No;_;_;Venda
396000;Ca n�Aurell;190;3;2;2084;Si;No;1934;No;No;No;_;G;Venda
176800;La Cogullada;69;3;2;2562;Si;No;1999;Si;No;Si;4;E;Venda
850000;Can Gonteres;352;6;3;2415;Si;No;1995;Si;Si;No;2;G;Venda
350000;La Cogullada;400;4;3;875;Si;Si;1970;Si;No;No;_;D;Venda
420000;Centre;251;7;3;1673;Si;No;1968;No;No;Si;2;E;Venda
810000;Centre;_;_;_;_;No;No;1900;No;No;No;_;G;Venda
384400;Poblenou-Zona Esportiva;182;3;2;2112;Si;No;1992;Si;No;No;_;G;Venda
96700;Segle XX;49;1;1;1973;No;No;2007;No;No;Si;_;E;Venda
60000;Egara;45;2;1;1333;No;No;_;No;No;No;_;_;Venda
154000;Egara;80;3;1;1925;No;No;_;No;No;Si;_;E;Venda
173250;Montserrat;75;2;2;2310;Si;No;2002;No;No;Si;3;G;Venda
209000;Segle XX;142;2;1;1472;No;No;_;No;No;No;_;_;Venda
587500;Can Palet de Vista Alegre;500;4;5;1175;Si;Si;2010;Si;Si;No;_;E;Venda
193000;La Cogullada;70;2;2;2757;Si;Si;2007;No;No;Si;3;E;Venda
233000;Can Roca;60;2;1;3883;Si;Si;2005;Si;No;Si;_;E;Venda
175000;Ca nﾴAnglada;78;2;1;2244;No;No;1967;No;No;No;_;F;Venda
179000;Can Palet;86;2;1;2081;Si;Si;1981;Si;No;No;_;E;Venda
87000;La Maurina;88;3;1;989;No;No;_;No;No;No;_;_;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;3;E;Venda
109000;Centre;_;_;_;_;No;Si;2008;No;No;No;_;E;Venda
190000;Escoles;110;4;2;1727;Si;No;1978;No;No;Si;_;E;Venda
110500;Sant Pere Nord;60;2;1;1842;No;No;_;No;No;No;_;_;Venda
114500;La Maurina;90;3;1;1272;No;No;_;No;No;No;_;_;Venda
197000;La Maurina;120;3;2;1642;Si;No;1955;No;No;No;2;D;Venda
217000;Roc Blanc;100;3;2;2170;Si;No;1996;Si;No;No;_;G;Venda
250000;Torre-sana;176;5;2;1420;Si;No;1973;Si;No;No;_;E;Venda
93000;Ca nﾴAnglada;78;3;1;1192;No;No;_;No;No;No;_;_;Venda
131500;Les Arenes-La Gr�pia;79;3;1;1665;No;No;_;No;No;No;_;_;Venda
240000;Les Arenes-La Gr�pia;114;3;2;2105;Si;Si;2003;Si;No;No;_;E;Venda
307000;Centre;88;2;2;3489;Si;Si;2001;Si;No;Si;_;E;Venda
495000;La Cogullada;493;12;4;1004;No;Si;1967;No;No;No;_;D;Venda
287500;Poblenou-Zona Esportiva;100;2;2;2875;Si;Si;2000;Si;No;Si;7;G;Venda
155000;Cementiri Vell;85;3;1;1824;No;No;_;No;No;No;_;_;Venda
211000;Sant Pere Nord;92;3;1;2293;Si;No;1988;Si;No;Si;1;G;Venda
188000;Cementiri Vell;90;3;2;2089;Si;No;1994;No;No;Si;2;E;Venda
219000;Sant Pere;100;4;1;2190;Si;Si;1950;Si;No;No;_;E;Venda
97500;Ca nﾴAnglada;99;3;1;985;No;No;_;No;No;No;_;_;Venda
195000;Les Fonts;99;3;2;1970;No;No;_;No;No;No;_;G;Venda
149000;Les Arenes-La Gr�pia;88;3;1;1693;Si;No;1975;No;No;No;1;_;Venda
158000;Can Palet;99;4;2;1596;Si;Si;_;No;No;Si;_;G;Venda
149000;Les Arenes-La Gr�pia;88;3;1;1693;Si;No;_;No;No;No;_;G;Venda
180000;Poblenou-Zona Esportiva;129;4;2;1395;Si;No;1984;No;No;No;2;F;Venda
225000;Ca n�Aurell;83;3;2;2711;Si;No;2021;Si;No;Si;_;_;Venda
69000;Sant Lloren�;61;2;1;1131;No;No;1960;No;No;No;_;D;Venda
220000;Centre;162;5;1;1358;No;No;1900;No;No;No;_;G;Venda
124000;Cementiri Vell;66;3;1;1879;No;No;_;No;No;No;_;G;Venda
130000;Cementiri Vell;65;3;1;2000;No;No;1970;No;No;Si;1;E;Venda
120000;Segle XX;_;_;_;_;No;Si;_;No;No;No;_;G;Venda
176000;Torre-sana;75;2;1;2347;No;No;2008;No;No;No;_;_;Venda
199900;Ca n�Aurell;85;4;1;2352;Si;No;1975;No;No;Si;4;E;Venda
129000;Sant Pere Nord;79;3;1;1633;Si;Si;1965;No;No;No;2;G;Venda
384000;Can Palet de Vista Alegre;133;4;3;2887;No;No;_;No;No;No;_;G;Venda
120000;Cementiri Vell;70;3;1;1714;Si;No;1972;No;No;Si;_;E;Venda
63000;Sant Lloren�;61;3;1;1033;No;No;_;No;No;No;_;_;Venda
177500;Centre;139;5;1;1277;No;No;1910;No;No;No;_;A;Venda
192000;Torre-sana;90;3;2;2133;Si;Si;_;Si;No;Si;1;F;Venda
228000;Ca nﾴAurell;150;4;2;1520;No;No;1979;No;No;No;1;C;Venda
220000;Ca n�Anglada;234;3;3;940;Si;No;_;Si;No;No;_;G;Venda
188000;La Maurina;113;3;1;1664;Si;Si;1958;No;No;No;2;E;Venda
169900;Torre-sana;109;2;2;1559;Si;No;2006;Si;No;Si;2;G;Venda
229000;Roc Blanc;113;3;2;2027;Si;No;1956;No;No;No;_;E;Venda
277000;Centre;100;3;2;2770;Si;No;1997;Si;No;Si;3;E;Venda
124000;Poblenou-Zona Esportiva;107;4;1;1159;No;No;1964;No;No;No;1;G;Venda
143000;Can Boada;100;4;2;1430;Si;No;1985;No;No;Si;_;G;Venda
99500;Egara;_;_;_;_;No;No;2006;Si;No;Si;_;G;Venda
214000;Ca n�Anglada;192;3;2;1115;Si;No;_;No;No;No;_;G;Venda
185000;Can Palet;153;2;1;1209;No;No;1935;No;No;No;_;E;Venda
369000;Centre;116;4;3;3181;Si;Si;2004;Si;No;Si;1;D;Venda
145000;Can Palet;70;3;1;2071;Si;Si;_;No;No;Si;3;F;Venda
155000;Can Palet;99;4;2;1566;Si;Si;1992;Si;No;Si;1;F;Venda
330000;Pere parres;154;4;2;2143;Si;Si;_;Si;No;No;_;E;Venda
174000;Sant Pere Nord;78;2;1;2231;Si;No;1965;No;No;No;_;E;Venda
460000;Sant Pere;230;4;3;2000;Si;Si;1956;Si;No;No;_;D;Venda
157000;Can Jofresa;83;3;1;1892;Si;No;1975;No;No;Si;_;F;Venda
95000;La Maurina;93;4;1;1022;No;No;_;No;No;No;_;_;Venda
110000;Sant Lloren�;92;4;1;1196;No;No;_;No;No;No;_;_;Venda
87000;Sant Lloren�;68;3;1;1279;No;No;_;No;No;No;_;_;Venda
118000;Ca n�Anglada;75;3;1;1573;Si;No;1968;No;No;Si;_;G;Venda
80000;Ca n�Anglada;71;3;1;1127;No;Si;1968;No;No;No;_;E;Venda
94500;Sant Pere Nord;45;1;1;2100;Si;No;2008;No;No;Si;_;D;Venda
210000;Poblenou-Zona Esportiva;101;3;2;2079;No;Si;2002;No;No;Si;_;E;Venda
122000;Can Parellada;_;_;_;_;No;Si;_;No;No;Si;3;E;Venda
310000;Poblenou-Zona Esportiva;137;3;2;2263;Si;Si;2003;Si;No;No;2;E;Venda
132000;Poblenou-Zona Esportiva;130;4;1;1015;Si;No;1954;No;No;No;1;G;Venda
126500;Les Arenes-La Gr�pia;80;3;1;1581;Si;No;1970;No;No;No;_;_;Venda
83000;Egara;57;3;1;1456;No;No;_;No;No;No;_;_;Venda
136000;Cementiri Vell;74;3;1;1838;Si;Si;1970;No;No;Si;1;E;Venda
369000;Sant Pere Nord;210;5;3;1757;Si;Si;2021;Si;No;No;_;G;Venda
255000;Ca n�Aurell;79;3;2;3228;Si;Si;2022;No;No;Si;1;G;Venda
195000;Ca n�Aurell;90;2;2;2167;Si;Si;2004;Si;No;Si;3;E;Venda
131500;Torre-sana;118;2;2;1114;No;No;_;No;No;No;_;_;Venda
87500;Les Arenes-La Gr�pia;80;4;1;1094;No;No;_;No;No;No;_;_;Venda
136500;Sant Pere Nord;118;2;1;1157;No;No;1980;No;No;No;_;_;Venda
158000;Can Roca;79;2;1;2000;Si;Si;1960;No;No;No;2;G;Venda
58000;La Maurina;_;_;_;_;No;No;1970;No;No;No;_;F;Venda
193000;Pere parres;73;3;1;2644;Si;No;1931;No;No;No;_;E;Venda
127000;Can Parellada;90;3;1;1411;Si;Si;_;No;No;Si;_;E;Venda
120000;La Maurina;70;3;1;1714;Si;No;1965;Si;No;No;1;E;Venda
162750;La Cogullada;70;3;1;2325;Si;No;1999;No;No;Si;3;E;Venda
193000;Segle XX;59;2;1;3271;Si;No;2007;No;No;Si;3;F;Venda
89500;La Maurina;83;3;1;1078;Si;No;1960;No;No;Si;3;G;Venda
345000;Centre;123;4;2;2805;Si;No;1985;Si;No;Si;_;G;Venda
309000;Can Palet;150;4;2;2060;Si;No;1988;Si;No;No;_;G;Venda
249000;Ca n�Aurell;98;3;1;2541;Si;Si;_;No;No;Si;_;G;Venda
159000;Pere parres;75;4;1;2120;No;No;1988;Si;No;Si;2;G;Venda
112260;Ca n�Anglada;58;2;1;1936;Si;No;2008;No;No;Si;1;E;Venda
168000;Roc Blanc;209;3;1;804;No;No;_;No;No;No;_;_;Venda
115000;Centre;39;1;1;2949;No;No;2008;No;No;No;_;G;Venda
95000;Ca nﾴAnglada;90;3;1;1056;No;No;_;No;No;No;_;_;Venda
239000;Ca n�Aurell;79;3;2;3025;Si;Si;2022;No;No;Si;2;G;Venda
165000;Cementiri Vell;84;2;1;1964;Si;Si;1972;Si;No;No;4;E;Venda
130000;Sant Pere Nord;100;4;1;1300;Si;No;_;No;No;No;_;F;Venda
249000;Poblenou-Zona Esportiva;135;3;2;1844;Si;Si;2000;Si;No;Si;7;G;Venda
104000;Can Boada;85;3;1;1224;No;No;_;No;No;Si;_;G;Venda
151000;Can Palet;107;3;1;1411;No;No;1973;No;No;No;_;G;Venda
149000;Ca n�Anglada;_;_;_;_;Si;No;2007;No;No;Si;_;E;Venda
208000;La Cogullada;132;3;2;1576;Si;Si;_;No;No;No;_;_;Venda
145000;Can Palet;99;3;1;1465;Si;Si;1971;No;No;No;_;G;Venda
130000;Poblenou-Zona Esportiva;50;1;1;2600;Si;Si;_;No;No;No;_;G;Venda
389000;Ca n�Aurell;145;5;3;2683;Si;Si;_;No;No;Si;_;G;Venda
139900;Ca nﾴAurell;94;2;1;1488;No;No;2008;No;No;No;_;E;Venda
